SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
-0.018784575	0.940335831	0.990289457	SL1344_3012
-0.014387775	0.941748469	0.990619629	dsbB
-0.014387775	0.941748469	0.990619629	dsbB
-0.016616258	0.942144051	0.990619629	rplK
-0.015690173	0.942437197	0.990619629	fdnI
0.013014826	0.942922594	0.990619629	SL1344_3370
-0.018246385	0.94364768	0.990619629	SL1344_1142
-0.016087278	0.943970199	0.990619629	emrD
0.014453429	0.944624612	0.990619629	SL1344_4424
0.015518929	0.945380642	0.990619629	SL1344_2930
-0.015938412	0.945591464	0.990619629	SL1344_3429
0.017656572	0.947262991	0.991794797	rnpA
0.011552371	0.948480119	0.991822998	SL1344_2266
0.01647929	0.949500596	0.991822998	waaK
0.012200111	0.950441802	0.991822998	rnG
0.014475	0.950513844	0.991822998	cadC
-0.012144498	0.950832416	0.991822998	lepB
0.013572389	0.95104138	0.991822998	SL1344_0555
-0.016107781	0.951368296	0.991822998	allR
-0.014789909	0.951870938	0.991822998	SL1344_1220
0.012282715	0.952295668	0.991822998	SL1344_P2_0047A
-0.01396492	0.954317102	0.991822998	amiB
0.010395282	0.955699545	0.991822998	rpsG
0.013123295	0.955872077	0.991822998	SL1344_3575
-0.01075188	0.956585499	0.991822998	fliO
0.012676462	0.957476652	0.991822998	SL1344_4283
0.009372926	0.958525413	0.991822998	bax
-0.011495876	0.959505898	0.991822998	STnc1410
-0.012054239	0.959642208	0.991822998	cyoD
0.008679116	0.960459602	0.991822998	gcvP
-0.010886512	0.960532801	0.991822998	SL1344_0950
-0.010271693	0.961230964	0.991822998	gnd
-0.00968502	0.96184342	0.991822998	serC
0.011501027	0.961853578	0.991822998	cueR
-0.008415178	0.962217726	0.991822998	motA
-0.009854763	0.962527737	0.991822998	SL1344_1712
0.010933011	0.96287316	0.991822998	cysJ
0.012903546	0.963181372	0.991822998	yaeE
-0.011472487	0.963219919	0.991822998	xseB
-0.011505979	0.963653923	0.991822998	nagE
0.011952213	0.963685275	0.991822998	yaeJ
-0.008143016	0.963783656	0.991822998	slyA
-0.008143016	0.963783656	0.991822998	slyA
-0.010339182	0.966584738	0.993677761	sfcA
0.009017682	0.966765511	0.993677761	ybhC
-0.00839616	0.968278056	0.993677761	pgsA
0.007745781	0.968310759	0.993677761	SL1344_1506
0.008588398	0.96834008	0.993677761	SL1344_4433
-0.007448025	0.971133583	0.995335842	gtgE
0.008027143	0.971241091	0.995335842	rfbA
-0.008315686	0.973887456	0.995335842	SL1344_1816
0.00757537	0.974004544	0.995335842	gph
0.006384565	0.974294849	0.995335842	STnc70
-0.008119576	0.974367252	0.995335842	repZ
-0.00821219	0.974792923	0.995335842	IsrK
0.006652594	0.975205163	0.995335842	ftsY
-0.007214949	0.975278566	0.995335842	ung
-0.006526853	0.975473264	0.995335842	glpB
0.006516786	0.976982291	0.996236646	mutH
0.006075903	0.978382763	0.996236646	melA
0.005654735	0.978885466	0.996236646	srfB
-0.005052409	0.979103597	0.996236646	fbp
0.005747137	0.979251589	0.996236646	hrpB
0.005521876	0.980405083	0.996236646	lpxA
0.006216818	0.981215838	0.996236646	ppx
0.004188556	0.982167756	0.996236646	slyD
-0.005256607	0.982327437	0.996236646	frdA
0.004454353	0.982423945	0.996236646	SL1344_1418
-0.004766792	0.982837033	0.996236646	nupC
0.005683324	0.98299067	0.996236646	ybfF
-0.005036096	0.983564758	0.996236646	glgS
-0.004862534	0.984465456	0.996236646	trcD
-0.004874905	0.984639656	0.996236646	adiY
0.005109261	0.985712578	0.996763167	mtlA
-0.003450305	0.986669793	0.99717216	SL1344_2697
0.002894491	0.988531231	0.998273652	SL1344_3036
0.003020738	0.989475752	0.998273652	stbA
0.003020738	0.989475752	0.998273652	stbA
0.003822336	0.989964362	0.998273652	envZ
-0.002339275	0.98997315	0.998273652	tktA
0.002341834	0.991908607	0.999666551	gmhA
0.00150626	0.993147899	0.999667009	yrfF
0.001529981	0.993369567	0.999667009	fnr
0.001596952	0.993571478	0.999667009	rpsB
0.001281244	0.995332837	0.999668167	yafB
0.001281244	0.995332837	0.999668167	yafB
0.001078678	0.99588931	0.999668167	rpl19
9.2336e-4	0.996075751	0.999668167	plsB
-8.03522e-4	0.996569388	0.999668167	yhjL
9.40233e-4	0.996635568	0.999668167	ybfM
-7.5486e-4	0.997847844	0.999668167	rfbJ
-5.09592e-4	0.997874699	0.999668167	ribF
4.91828e-4	0.998511536	0.999668167	rumA
2.97301e-4	0.998895662	0.999668167	SL1344_0471
2.92325e-4	0.999114028	0.999668167	SL1344_2494
4.96056e-5	0.999812738	0.999812738	mdoG
